Rank,Name Song,Artist,Peak Rank,Previous Rank,Weeks On Chart,Streaming,Uri,Lyrics
86,greedy,Tate McRae,48,71,29,"254,326",https://open.spotify.com/track/3rUGC1vUpkDG9CZFHMur1t,"He said, Are you serious? I've tried, but I can't figure out I've been next to you all night and still don't know what you're about You keep ta- talkin', but not much comin' out your mouth Can't you tell that I want you? I say, yeah I would want myself Baby, please believe me I'll put you through hell Just to know me, yeah, yeah So sure of yourself Baby, don't get greedy That shit won't end well Ooh, end well I see you eyein' me down, but you'll never know much past my name Or how I'm runnin' this room around and that I'm still half your age Yeah, you're loo- lookin' at me like I'm some sweet escape Obvious that you want me, but I said I would want myself Baby, please believe me I'll put you through hell Just to know me, yeah, yeah So sure of yourself Baby, don't get greedy That shit won't end well Ooh, end well He said, I'm just curious, is this for real or just an act? Can't tell if you love or hate me, never met someone like that Drive me so crazy, did you know you got that effect? I said, Lemme check , yeah I would want myself Baby, please believe me I'll put you through hell Just to know me, yeah, yeah So sure of yourself Baby, don't get greedy That shit won't end well Ooh, end well I would want myself"
87,End of Beginning,Djo,70,81,6,"251,784",https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD,"Just one more tear to cry One teardrop from my eye You better save it for The middle of the night When things aren't black and white Enter, Troubadour Remember twenty-four? And when I'm back in Chicago, I feel it Another version of me, I was in it I wave goodbye to the end of beginning This song has started now And you're just finding out Now isn't that a laugh? A major sacrifice But clueless at the time Enter, Caroline Just trust me, you'll be fine And when I'm back in Chicago, I feel it Another version of me, I was in it I wave goodbye to the end of beginning You take the man out of the city, not the city out the man You take the man out of the city, not the city out the man You take the man out of the city, not the city out the man You take the man out of the And when I'm back in Chicago, I feel it Another version of me, I was in it Oh, I wave goodbye to the end of beginning"
88,Closer Than This,Jimin,2,149,17,"247,325",https://open.spotify.com/track/3k6q0O9JnO2GhvD6C8fs20,"Do you also remember?
The moment we first met
We were so shy and awkward back then
Now that I look back
We’ve come this far in just a blink of an eye
We walked it together, alongside each other
 
At times I fell and shed tears
We comforted each other, with a pat on the back
Gazing at one another with tears in our eyes
Calling out each other’s names
 
Starting on
To the us of the present, here and now
Even if you're not here
At the same place, always
 
Don’t have to worry now
Letting go of your hand for a moment but it’s only a small comma in our story
Just call my name out loud
Until the days tinge purple once again
 
‘Cause anytime you want me (I'll be)
Right here where you call me (I'll be)
I could never let you go
Never let you go
 
Whenever you need me (I'll be)
If you believe me (I'll be)
I'll never let you go
Never let you go
 
Whenever it rains, I’ll remember the times I sang in the rain
Whenever it snows, I’ll cherish how you smiled for me in the snow
On the spring day we meet again I'll tell you everything I couldn’t before
My love, my babe, forever by your side
Seven = 1, right, our hearts still beat as one
Close your eyes for just a second I'll be standing in front of you, oh
 
Don’t have to worry now
Letting go of your hand for a moment but it’s only a small comma in our story
Just call my name out loud
Until the days tinge purple once again
 
‘Cause anytime you want me (I'll be)
Right here where you call me (I'll be)
I could never let you go
Never let you go
 
Whenever you need me (I'll be)
If you believe me (I'll be)
I'll never let you go
Never let you go
 
When I knock on your door with our hearts united as one
Open it for me with your bright smile
When the paused time begins to run again
Baby I’ll come back to you
 
Let’s sing it together, this song
For the day we’ll reunite again
I could never let you go
Never let you go
 
Let’s sing it even louder, this song
So we can become one again
I'll never let you go
Never let you go
 
Let’s sing it all together, this song
For the day we’ll reunite again
I could never let you go
Never let you go
 
Let’s sing it even louder, this song
So we can become one again
I'll never let you go
Never let you go"
89,Promethazine,"Saran, BlackHeart, Pondering",86,94,79,"243,789",https://open.spotify.com/track/25n8diXqpb6LKyL0Dwzwoy,Promethazine ยังไม่อาจทำให้ลืมเรื่องของเรา แต่ว่ามันเป็นใครที่เพิ่งเข้ามา แล้วทำให้เธอนั้นลืมเรื่องราวที่เราได้ผ่านกันมา ไปง่ายดาย ฉันเองก็ไม่รู้ว่ามีอะไรกีดกัน คงเป็นเพราะนรกมันไม่คู่ควรสวรรค์ เลยทำให้ฉันไม่สามารถจะพบกับเธอ แต่เพราะฉันไม่ดี เลยทำให้ฉันนั้นไม่ได้เธอคนเดิมกลับมา ความรักที่เคยศรัทธา รักที่เคยดีกลับจาง แต่ฉันยังอยากให้เธอกลับมา รู้สึกแย่ที่ผมอดพบ เปิดเพลงที่เราชอบมือขวาถือบุหรี่พาดกระจกรถ กวาดข้าวกวาดของพังไปหมดโต๊ะ นึกถึงหัวเธอตอนกวนตีนแล้วผมตบโบ๊ะ และก็แค่อยากรู้ว่าเธอจะหลับยัง อยากโทรไปคุยเรื่องราวตอนที่เราไปต่างจังหวัดกัน ตอนเธอมองดาวเอามือมาให้จับจันทร์ ทุกอย่างคงดีกว่านี้ถ้าเราทั้งคู่ไม่เคยรู้จักกัน Sus ผมสองจิตสองใจ ผมมันใจเน่าจนหนอนติดหนอนไช ศักดิ์ศรีผมจะไม่แดกของใคร ในเมื่อวันนี้เธอมีคนอื่นผมคงต้องลืมแล้วขอไป และผมรักเธอมากแต่ผมต้องตัดเธอ ไม่บอกว่าคิดถึงผมไม่รู้จักเธอ ไม่บอกเรื่องราวต่างต่างให้กับเธอ ผมขอแค่ส่งเพลงนี้ให้ถึงเป็นเพลงสุดท้ายสำหรับเธอ ฉันแค่แสร้งทำเป็นยิ้มและตลกกลบเกลื่อน เรื่องความรักฉันไม่จบหลักสูตร Sip Promethazine สัปดาห์นี้เจ็ดขวด เผื่อว่าความเจ็บปวดฉันจะหลุดหมดเปลือก ออกไปพร้อมกับสติที่เลือนลาง และร่างกายที่เริ่มจะเชือนชา รู้ว่ามันเสี่ยงเมื่ออ่านคำเตือนยา แต่ก็เพื่อบรรเทาแผลในใจให้เจือจาง ฉันเลยเลือกดื่มต่อ ค่ำคืนนี้ที่ไม่มีเธออีก แต่ยังจำได้ดีว่าฉันจีบเธอก่อน เรื่องอิดออด sus ตอนนี้ฉันยังไม่ลืมเธออีก จนน้ำตาไหลลงไปปนหยดเหงือ ที่สะท้อนภาพฝันตอนเราโตกันจริงจริง เพื่อนลุกเติมน้ำฉันเลยฝากกดเผื่อ โค้กหนึ่งเหยือกเลยสำหรับ Promethazine Promethazine ยังไม่อาจทำให้ลืมเรื่องของเรา แต่ว่ามันเป็นใครที่เพิ่งเข้ามา แล้วทำให้เธอนั้นลืมเรื่องราวที่เราได้ผ่านกันมา ไปง่ายดาย ฉันเองก็ไม่รู้ว่ามีอะไรกีดกัน คงเป็นเพราะนรกมันไม่คู่ควรสวรรค์ เลยทำให้ฉันไม่สามารถจะพบกับเธอ แต่เพราะฉันไม่ดี เลยทำให้ฉันนั้นไม่ได้เธอคนเดิมกลับมา ความรักที่เคยศรัทธา รักที่เคยดีกลับจาง แต่ฉันยังอยากให้เธอกลับมา
90,Midas Touch,KISS OF LIFE,76,76,2,"240,675",https://open.spotify.com/track/0vaxYDAuAO1nPolC6bQp7V,"Touch ya
Touch ya (Touch)

Baby, count ten, that's all I need
I fell in love with you right away
(Can't go back, can't go back)
Tick-tack, ain't got no time
Love pointing at your chin
(Eat your love, eat your love)

Hey, baby, I've been watching
The sweet danger that unraveled you (Danger)
(Baby, I've been watching, boy)
Hey, baby, I'm so toxic
The more dangerous, the more fun, it's alright (Alright)
(Baby, I've been watching, boy)

Your whole body craves me, I'm the only one
Dizzying lovesick, you ache for me all night
I warned you with a single touch, boy
Try to run away, you can't escape me anyway

When I touch ya, kiss ya
You're gon' realize
(Baby, don't you think too much?)
Boy, if I touch ya, kiss ya
Watch out, the gaze that changed in an instant
You see, I got that Midas touch

Yeah, I really wanna stay all day with you
You know what we'll be going through?
Find the reason why you're nervous
The more you struggle, gettin' deeper
With a single gesture makin', you weaker and weaker

Hey, baby, I'm so toxic
The more dangerous, the more fun, it's alright (Alright)
(You will end up in my hands, my love)

Your whole body craves me, I'm the only one
Dizzying lovesick, you ache for me all night
I warned you with a single touch, boy
Try to run away, you can't escape me anyway

When I touch ya, kiss ya
You're gon' realize
(Baby, don't you think too much?)
Boy, if I touch ya, kiss ya
Watch out, the gaze that changed in an instant
You see, I got that Midas touch

(Brace, brace) Ain't gotta sugarcoat me, it'll be different from what you think
(Brace, brace) My love's a game, I play with it, if you want it too
(Brace, brace) Looking like a kitty cat but no one can handle it, mm
Once the countdown's done, you're never gonna move, yeah

When I touch ya, kiss ya
You're gon' realize (You're gon' realize)
(Baby, don't you think too much?)
Boy, if I touch ya, kiss ya (Boy, if I)
Watch out, the gaze that changed in an instant (Oh)
You see, I got that Midas touch
Gestures that captivate you
You see, I got that Midas touch"
91,อาจเป็นเพราะฉันเอง (me.),PURPEECH,22,91,54,"238,697",https://open.spotify.com/track/1QbP49w60Db4mrhYbsQ8bg,อาจเป็นเพียงอาการเดิม ๆ ที่ใครเคยพบบ้างบางเวลา อาจเป็นเพียงอารมณ์อ่อนล้า นั้นพัดพาให้ใจอ่อนไหว อาจเป็นช่วงเวลาดีดีที่ทำให้เรานั้นคิดถึงใคร เธอรู้สึกเหมือนกันใช่ไหม เธอคิดเหมือนกับฉันใช่ไหม อาจเป็นเพียงแค่คำบางคำที่เธอเคยพูดในบางเวลา อาจเป็นเพียงแววตาที่หวาน เคยจ้องมองแค่เพียงตัวฉัน อาจเป็นเพียงแค่เพลงบางเพลงยังซ่อนความหมายให้คิดถึงกัน แล้วเธออยู่ที่ไหน แล้วเธออยู่ที่ไหน หรืออาจเป็นเพราะฉันเองไม่ใช่เพราะคำที่เธอนั้นบอกว่ารักจะอยู่ รักฉันอยู่ อยู่อย่างนี้ตลอดไป คงอาจเป็นเพราะฉันเองมีเพียงแค่เสียงกระซิบของหัวใจ ว่ายังรักเธอ จากตรงนี้ไม่มีฉัน ก็แค่หวังให้เธอพบวันที่ดี ฤดูกาลเปลี่ยนไปแต่หัวใจไม่เคยเจอ อีกเทศกาลผ่านมาแต่ฉันไม่พบเธอ ช่วงเวลาที่ดีเก็บไว้อยู่เสมอ ให้เป็นเธอได้ไหม เธอได้ไหม ไม่เป็นไรหากอย่างน้อยมันก็เคยมี ฉันดีใจที่อย่างน้อยมันก็เคยดี ได้รู้จักเข้ามาได้ทักทายยินดี ไม่เป็นไร แค่แอบเหงาบ้างบางที คงอาจเป็นเพราะฉันเองไม่ใช่เพราะคำที่เธอนั้นบอก ยังรักเธออยู่ คงอาจเป็นเพราะฉันเองไม่ใช่เพราะรักใคร... นี่คือเสียงกระซิบของหัวใจจากคนที่คอยอยู่เรื่อยไป ความหมายของความห่วงใย อาจทำให้ใจของเราห่างกัน วันที่เข็มของนาฬิกาหยุดเดินตามหากันอย่างวันนั้น จากตรงนี้ไม่มีฉันก็แค่หวังให้เธอพบวันที่ดี…
92,Rainy Days,V,3,92,36,"225,278",https://open.spotify.com/track/5ydjxBSUIDn26MFzU3asP4,"Rainy days I'm thinkin' 'bout you, what to say Wish I knew how to find the way Right back to you, on rainy days like Rainy days I'm thinkin' 'bout you, what to say Wish I knew how to find the way Right back to you, on rainy days like Starin' at my phone 난 깨있지 Hopin' for your call lately I've been on my own maybe 이젠 지난 일에 맨날 Time with you was so amazing Haven't changed, it's still the same me 늦었지만 우리 다시 Can we go back to that moment again? Yeah Rainy days I'm thinkin' 'bout you, what to say Wish I knew how to find the way Right back to you, on rainy days like Rainy days I'm thinkin' 'bout you, what to say Wish I knew how to find the way Right back to you, on rainy days like Remember how I used to make you laugh the most 내가 이런 말 할 자격 없어도 Let me make up for all the time we lost We can start again, open all the doors Don't tell me it's ovеr, we can start it over 너는 나의 네 잎 clover Yеah, I can feel your touch, I remember your kiss 그 말은 아팠지 and I miss you Rainy days I'm thinkin' 'bout you, what to say Wish I knew how to find the way Right back to you, on rainy days like Rainy days I'm thinkin' 'bout you, what to say Wish I knew how to find the way Right back to you, on rainy days like"
93,คงต้องบอกลาแล้ว,Dept,28,98,106,"225,239",https://open.spotify.com/track/4SAHOroe7DThzEjgNOJ54T,หากใจเธอจากไปแล้ว ทำไมยังอยู่ตรงนี้ ฝืนตัวเองหรือเปล่า ตอบฉันได้ไหมคนดี หากการไปจากตรงนี้ ทำให้เธอรู้สึกดี ขอแค่เพียงเธอบอก ฉันจะได้ไม่รอ ถ้ารู้สึกไม่เหมือนก่อน พูดมันมาเลยได้ไหม อย่าปล่อยให้ฉันได้แต่บอกว่ารัก ถ้าเธอนั้นไม่ต้องการ ฝืนไปคงไม่มีหวัง เพราะในตอนนี้คงต้องบอกลาแล้ว ถ้ารู้สึกไม่เหมือนก่อน พูดมันมาเลยได้ไหม อย่าปล่อยให้ฉันได้เฝ้ารอรัก ลืมทุก ๆ อย่างไปซะดีกว่า ตอนนี้เธอต้องบอกลาแล้ว รอจนไม่มีแรงเหลือ ให้ไปต่อคงไม่ไหว ไม่ต้องห่วงฉันหรอก เธอแค่ตัดสินใจ ลืมทุก ๆ อย่างที่เคยสัญญา ไปซะดีกว่าอย่าเสียเวลา ทิ้งทุก ๆ อย่างไปพร้อมน้ำตา อยู่ตรงนี้เธอคงเสียเวลา
94,My Love Mine All Mine,Mitski,29,90,29,"225,013",https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3,"Moon, a hole of light Through the big top tent up high Here before and after me Shinin' down on me Moon, tell me if I could Send up my heart to you? So, when I die, which I must do Could it shine down here with you? 'Cause my love is mine, all mine I love mine, mine, mine Nothing in the world belongs to me But my love mine, all mine, all mine My baby, here on earth Showed me what my heart was worth So, when it comes to be my turn Could you shine it down here for her? 'Cause my love is mine, all mine I love mine, mine, mine Nothing in the world belongs to me But my love mine, all mine Nothing in the world is mine for free But my love mine, all mine, all mine"
95,Yes or No,Jung Kook,9,—,1,"224,948",https://open.spotify.com/track/2gkVEnpahpE3bQuvGuCpAV,"This ain't another love song, baby It's my way of putting feelers out All the traffic in my head's going crazy I'm gonna trust my heart right now And if it's better to bet on us, then I'll double down And if we end up in bed and I put the covers out And if I'm wrong, I'll just bury my head deep underground I gotta know Are you feeling the rush? If so, then I think I know what's going on And are we falling in love? Say yes or no Yes or no, yes or no Are you thinking 'bout us? If so, then I think I know what's going on And are we falling in love? Say yes or no Yes or no, yes or no Everybody in this club so faded I'm trippin' over getting lost on you If we forever started out as strangers I think my ever after just came true If you could see what I see, then let's see what it's about We will go higher and higher but we're not looking down If it's a dream, there's no telling when I'll be coming 'round And I gotta know Are you feeling the rush? If so, then I think I know what's going on And are we falling in love? Say yes or no Yes or no, yes or no Are you thinking 'bout us? If so, then I think I know what's going on And are we falling in love? Say yes or no Yes or no, yes or no Something about you Do you feel the way I do? There's magic in the room Tell me, do you feel it too? Something about you Do you feel the way I do? There's magic in the room Tell me, what we gonna do? Are you feeling the rush? If so, then I think I know what's going on And are we falling in love? Say yes or no Yes or no, yes or no Are you thinking 'bout us? If so, then I think I know what's going on And are we falling in love? Say yes or no Say yes or no, yes or no"
96,ใกล้เกิน (TOO CLOSE TO HANDLE),GEMINI,28,40,6,"223,835",https://open.spotify.com/track/401VKk3bdyumcfJH8aUCjm,ถ้าฉันไม่เคยเจอเธอยิ้มมา ถ้าฉันไม่เคยได้สบสายตา ตอนที่เธอเผลอ ตอนที่เธอเขิน ถ้าฉันไม่บังเอิญอยู่ตรงนั้น ถ้าแม้ว่าเราเป็นแค่คนอื่นไกล ถ้าแม้ว่าเธอไม่ดีกับฉันมากมาย คงจะไม่เผลอ คิดไปมากเกิน ถ้าไม่บังเอิญอยู่ตรงนี้ พยายามแล้วจะไม่คิด จะไม่คิด แต่มันก็ไม่ง่ายเลยสักนิด เลยสักนิด อยากจะเป็นเพียงแค่เพื่อนสนิท รู้ว่าไม่มีสิทธิ์ ติดที่ใจไม่ฟัง ใกล้เกินจะไม่คิดไกล ใกล้เกินที่จะห้ามใจ คนใกล้ตัวของเธอเขาหวั่นไหว พอเข้าใจบ้างไหมเธอ ใกล้เธอมากสักเท่าไร ยิ่งดูเหมือนจะแสนไกล ถ้าวันหนึ่งเก็บไว้ไม่ไหว อย่าโกรธได้ไหมที่ฉันคิดไกลกับเธอ ฉันก็พอเข้าใจอะไรที่เธอคิด เธอก็คงไม่คิดอะไรเลยใช่ไหม มีแค่ฉันคนเดียวที่มันคิดไกล เธอไม่ต้องเข้าใจแค่อย่าโกรธกัน ฉันจะไม่คิด จะไม่คิด แต่มันก็ไม่ง่ายเลยสักนิด เลยสักนิด อยากจะเป็นเพียงแค่เพื่อนสนิท รู้ว่าไม่มีสิทธิ์ ติดที่ใจไม่ฟัง ใกล้เกินจะไม่คิดไกล ใกล้เกินที่จะห้ามใจ คนใกล้ตัวของเธอเขาหวั่นไหว พอเข้าใจบ้างไหมเธอ ใกล้เธอมากสักเท่าไร ยิ่งดูเหมือนจะแสนไกล ถ้าวันหนึ่งเก็บไว้ไม่ไหว อย่าโกรธได้ไหมที่ฉันคิดไกล พยายามเท่าไร มันก็เท่านี้ ทำยังไงเมื่อเราใกล้กันแค่นี้ แค่เป็นเพื่อนที่ดี ก็ดูจะยากเกินไป แค่ไหนที่ไม่ใกล้เกิน เพราะฉันเกินจะห้ามใจ ใกล้เกินจนหยุดใจไม่ไหว ใกล้เกินจะไม่คิดไกล ใกล้เกินที่จะห้ามใจ คนใกล้ตัวของเธอเขาหวั่นไหว พอเข้าใจบ้างไหมเธอ ใกล้เธอมากสักเท่าไร ยิ่งดูเหมือนจะแสนไกล ถ้าวันหนึ่งเก็บไว้ไม่ไหว อย่าโกรธได้ไหมที่ฉันคิดไกลกับเธอ
97,Slow Dancing,V,2,89,31,"223,003",https://open.spotify.com/track/5h1BN75CEh8wdSwE1xrbSe,"แปลเพลง Slow Dancing – V เนื้อเพลง และ ความหมายเพลงเกาหลี Slow Dancing – V Youtube Official : https://www.youtube.com/watch?v=eI0iTRS0Ha8 [Verse 1] It’s about time we get it straight ถึงเวลาที่เราจะพูดคุยเกี่ยวกับความเข้าใจผิดให้ชัดเจนขึ้น Gimme a minute if it ain’t too late ขอเวลาให้ฉันสักครู่ถ้ายังไม่สายเกินไปนะ 대충 무리였나봐, babe เแต-ชุง มู-รี-ยอ-ดนา-บวา เป็นสิ่งที่ควรต้องทำจะบังคับกันไม่ได้นะที่รัก 애먼 기분만 해친 채 แอ-มอน คี-บุน-มัน แฮ-ชิน แช-บวา ไม่ควรจะต้องรู้สึกแบบนี้เลย 버티기가 이만큼 힘든데 เบอ-ที-กี-กา อี-มัน-คุน ฮี-มัน-คุน เซ-นดัน เด เราเจ็บปวดกันมามากกันอยู่แล้ว Stay with me ’til the end of the day อยู่กับฉันไปตลอดทั้งวันจนกว่าจะสิ้นสุดวันนี้ [Chorus] Maybe we บางทีเรา Could be อาจจะ Slow dancing เต้นรำกันอย่างช้าสบาย ๆ Until the morning จนกระทั่งถึงตอนเช้า We could be romancing เราจะนำความโรแมนติกกลับคืนสู่ความสัมพันธ์ The night away ใช้เวลายามค่ำคืนร่วมกันด้วยความรักและเสน่หา [Verse 2] Turnin’ me up and back off like this หันหลังให้ฉันแบบนี้ What do you want? Do you not like it? คุณต้องการอะไรกันแน่ คุณไม่ชอบหรือ Stop teasin’ me, girl หยุดหยอกล้อฉันได้แล้ว แม่สาวน้อย Now, you made me leave my heart out here แล้วตอนนี้คุณทำให้ฉันต้องทิ้งหัวใจไว้ที่นี่ตรงนี้ 날 딛고 올라가 นัล ทีดโก ออล-รา-กา เข้ามาหาฉันสิฉันจะทำให้คุณพึงพอใจและมีความสุข 다시 새로 누군가 ทา-ชี แซ-โร นู-กุน-กา เริ่มต้นชีวิตใหม่ค้นหาคนใหม่อีกสักครั้ง 닮았던 우리가 ทัล-ลาท-ดอน อู-ริ-กา เราเคยคล้ายกันและใกล้ชิดกันมาก 먼 이웃 같은 날 มอน อี-โอ-ด กา-ทีน นัล แต่ตอนนี้รู้สึกห่างเหินเหมือนเป็นแค่เพื่อนบ้านที่ห่างไกลกัน [Chorus] Maybe we บางทีเรา Could be อาจจะ Slow dancing เต้นรำกันอย่างช้าสบาย ๆ Until the morning จนกระทั่งถึงตอนเช้า We could be romancing เราจะนำความโรแมนติกกลับคืนสู่ความสัมพันธ์ The night away ใช้เวลายามค่ำคืนร่วมกันด้วยความรักและเสน่หา เราใช้คุกกี้เพื่อพัฒนาประสิทธิภาพ และประสบการณ์ที่ดีในการใช้เว็บไซต์ของคุณ คุณสามารถศึกษารายละเอียดได้ที่ นโยบายความเป็นส่วนตัว และสามารถจัดการความเป็นส่วนตัวเองได้ของคุณได้เองโดยคลิกที่ ตั้งค่า คุณสามารถเลือกการตั้งค่าคุกกี้โดยเปิด/ปิด คุกกี้ในแต่ละประเภทได้ตามความต้องการ ยกเว้น คุกกี้ที่จำเป็น"
98,ลา ลา ลา,Dept,14,100,107,"221,861",https://open.spotify.com/track/27OEf7iSIOJ14txp16xweP,พอมีทางไหมที่ฉันจะรั้งให้เธอเปลี่ยนใจ ฉันจะกอด เธอเอาไว้ไม่ปล่อยไป แม้ว่าครั้งนี้ ฉันจะต้องทิ้งทุกๆสิ่งไป แต่จะขอเก็บรักเธอไว้ สุดท้ายฉันคงต้องยอมปล่อย ถ้าเธอนั้นไม่ต้องการ หากฉันนั้นพยายาม ให้เรื่องมันดีกว่านี้ วันนี้คงดีกว่านี้ ลา ลา ลา ฟังอยู่ไหมฉันแค่ขอเธอกลับมา ฟังอยู่ไหมฉันแค่ขอเธอกลับมา ลา ลา ลา พอมีทางไหมที่ฉันจะรั้งให้เธอเปลี่ยนใจ ฉันจะกอด เธอเอาไว้ไม่ปล่อยไป แม้ว่าครั้งนี้ ฉันจะต้องทิ้งทุกๆสิ่งไป แต่จะขอเก็บรักเธอไว้ พอมีทางไหมที่ฉันจะรั้งให้เธอเปลี่ยนใจ ฉันจะกอด เธอเอาไว้ไม่ปล่อยไป แม้ว่าครั้งนี้ ฉันจะต้องทิ้งทุกๆสิ่งไป แต่จะขอเก็บรักเธอไว้
99,ฉันคือนักสะสมความเศร้า,เรนิษรา,37,95,63,"221,856",https://open.spotify.com/track/2iFl47C6PcxFEBntbBAfeI,Verse 1 คงมีแต่ตัวฉันที่แตกสลาย เป็นผู้โชคร้ายให้ต้องผิดหวัง เมื่อพยายามให้ใจใครไปกี่ครั้ง ต้องอยู่ลำพัง ดังโชคชะตา Pre-hook เมื่อไหร่ที่ฉันรักใคร ฉันต้องเป็นคนเสียใจ Hook เราพยายามแค่ไหน ก็มีแต่เราใช่ไหมที่รู้ แตกสลายกี่ครั้ง ก็ยังต้องทนอยู่ เพื่อกอบกู้ เศษหัวใจฉันไว้ ยังคงเป็นฉันใช่ไหม นักสะสมความเศร้าที่เขาบอกไว้ ยังต้องเหงา ไม่ว่าฤดูกาลไหน เพราะพยายามแค่ไหน ก็มีแต่เราใช่ไหมที่รู้ Verse 2 แสงอาทิตย์ยามเช้าสะท้อนลงมา ไม่อาจเยียวยา ความมืดในใจฉัน เมื่อพยายามขอพรใด จากดวงจันทร์ ยังต้องผิดหวัง ดังโชคชะตา Pre-hook เมื่อไหร่ที่ฉันรักใคร ฉันต้องเป็นคนเสียใจ Hook เราพยายามแค่ไหน ก็มีแต่เราใช่ไหมที่รู้ แตกสลายกี่ครั้ง ก็ยังต้องทนอยู่ เพื่อกอบกู้ เศษหัวใจฉันไว้ ยังคงเป็นฉันใช่ไหม นักสะสมความเศร้าที่เขาบอกไว้ ยังต้องเหงา ไม่ว่าฤดูกาลไหน เพราะพยายามแค่ไหน ก็มีแต่เราใช่ไหมที่รู้ Bridge ฉันภาวนากับฟ้าดวงดาวที่แสนไกล ถ้าฉันรักใคร ให้ฉันไม่ต้องเสียใจ Pre-hook เพราะเมื่อไหร่ที่ฉันรักใคร ฉันต้องเป็นคนเสียใจ Hook เราพยายามแค่ไหน ก็มีแต่เราใช่ไหมที่รู้ แตกสลายกี่ครั้ง ก็ยังต้องทนอยู่ เพื่อกอบกู้ เศษหัวใจฉันไว้ ยังคงเป็นฉันใช่ไหม นักสะสมความเศร้าที่เขาบอกไว้ ยังต้องเหงา ไม่ว่าฤดูกาลไหน หรือเพราะว่าฉันลืมไป คนที่ใช่นั้นไม่ต้องพยายาม
